timestamp,node,rate_after,rate_before
2000772776,2,100.0,100.0
2000776976,2,100.0,100.0
2000781176,2,100.0,100.0
2000785376,2,100.0,100.0
2000789576,2,100.0,100.0
2000793776,2,100.0,100.0
2000797976,2,100.0,100.0
2000802176,2,100.0,100.0
2000806376,2,100.0,100.0
2000810576,2,100.0,100.0
2000814776,2,100.0,100.0
2000818976,2,100.0,100.0
2000823176,2,100.0,100.0
2000827376,2,100.0,100.0
2000831576,2,100.0,100.0
2000835776,2,100.0,100.0
2000839976,2,100.0,100.0
2000844176,2,100.0,100.0
2000848376,2,100.0,100.0
2000852576,2,100.0,100.0
2000856776,2,100.0,100.0
2000860976,2,100.0,100.0
2000865176,2,100.0,100.0
2000869376,2,100.0,100.0
2000873576,2,100.0,100.0
2000877776,2,100.0,100.0
2000881976,2,100.0,100.0
2000886176,2,100.0,100.0
2000890376,2,100.0,100.0
2000894576,2,100.0,100.0
2000898776,2,100.0,100.0
2000902976,2,100.0,100.0
2000907176,2,100.0,100.0
2000911376,2,100.0,100.0
2000915576,2,100.0,100.0
2000919776,2,100.0,100.0
2000923976,2,100.0,100.0
2000928176,2,100.0,100.0
2000932376,2,100.0,100.0
2000936576,2,100.0,100.0
2000940776,2,100.0,100.0
2000944976,2,100.0,100.0
2000949176,2,100.0,100.0
2000953376,2,100.0,100.0
2000957576,2,100.0,100.0
2000961776,2,100.0,100.0
2000965976,2,100.0,100.0
2000970176,2,100.0,100.0
2000974376,2,100.0,100.0
2000978576,2,100.0,100.0
2000982776,2,100.0,100.0
2000986976,2,100.0,100.0
2000991176,2,100.0,100.0
2000995376,2,100.0,100.0
2000999576,2,100.0,100.0
2001003776,2,100.0,100.0
2001011840,2,86.476,100.0
2001012596,3,85.3,100.0
2001020912,2,85.45,86.476
2001021332,3,85.35,85.3
2001028472,2,85.5,85.45
2001028892,3,85.4,85.35
2001036032,2,85.55,85.5
2001036452,3,85.45,85.4
2001043592,2,85.6,85.55
2001044012,3,85.5,85.45
2001051152,2,85.65,85.6
2001051572,3,85.55,85.5
2001058712,2,85.7,85.65
2001059132,3,85.65,85.55
2001066272,2,85.8,85.7
2001066692,3,85.75,85.65
2001073832,2,85.9,85.8
2001074252,3,85.85,85.75
2001081392,2,86.0,85.9
2001081812,3,85.95,85.85
2001088952,2,86.1,86.0
2001089372,3,86.05,85.95
2001096512,2,86.2,86.1
2001096932,3,86.15,86.05
2001104072,2,86.3,86.2
2001104492,3,86.25,86.15
2001111632,2,86.4,86.3
2001112052,3,86.35,86.25
2001119192,2,86.5,86.4
2001119612,3,86.45,86.35
2001126752,2,86.6,86.5
2001127172,3,86.55,86.45
2001134312,2,86.7,86.6
2001134732,3,86.65,86.55
2001142040,2,86.19,86.7
2001142460,3,86.14,86.65
2001149768,2,86.24,86.19
2001150188,3,86.19,86.14
2001157328,2,86.29,86.24
2001157748,3,86.24,86.19
2001164888,2,86.34,86.29
2001165308,3,86.29,86.24
2001172448,2,86.39,86.34
2001172868,3,86.34,86.29
2001180008,2,86.44,86.39
2001180428,3,86.39,86.34
2001187568,2,86.54,86.44
2001187988,3,86.49,86.39
2001195128,2,86.64,86.54
2001195548,3,86.59,86.49
2001202688,2,86.74,86.64
2001203108,3,86.69,86.59
2001210416,2,86.23,86.74
2001210836,3,86.181,86.69
2001218144,2,86.28,86.23
2001218564,3,86.231,86.181
2001225704,2,86.33,86.28
2001226124,3,86.281,86.231
2001233264,2,86.38,86.33
2001233684,3,86.331,86.281
2001240824,2,86.43,86.38
2001241244,3,86.381,86.331
2001248384,2,86.48,86.43
2001248804,3,86.431,86.381
2001255944,2,86.58,86.48
2001256364,3,86.531,86.431
2001263504,2,86.68,86.58
2001263924,3,86.631,86.531
2001271148,2,86.425,86.68
2001271568,3,86.376,86.631
2001278876,2,86.394,86.425
2001279296,3,86.426,86.376
2001286436,2,86.444,86.394
2001286856,3,86.476,86.426
2001293996,2,86.494,86.444
2001294416,3,86.526,86.476
2001301556,2,86.544,86.494
2001301976,3,86.576,86.526
2001309116,2,86.594,86.544
2001309536,3,86.626,86.576
2001316844,2,86.084,86.594
2001317264,3,86.117,86.626
2001324572,2,86.134,86.084
2001324992,3,86.167,86.117
2001332132,2,86.184,86.134
2001332552,3,86.217,86.167
2001339692,2,86.234,86.184
2001340112,3,86.267,86.217
2001347252,2,86.284,86.234
2001347672,3,86.317,86.267
2001354812,2,86.334,86.284
2001355232,3,86.367,86.317
2001362372,2,86.434,86.334
2001362792,3,86.467,86.367
2001369932,2,86.534,86.434
2001370352,3,86.567,86.467
2001377492,2,86.634,86.534
2001377912,3,86.667,86.567
2001385136,2,86.38,86.634
2001385556,3,86.412,86.667
2001392864,2,86.348,86.38
2001393368,3,86.462,86.412
2001400424,2,86.398,86.348
2001400928,3,86.512,86.462
2001407984,2,86.448,86.398
2001408488,3,86.562,86.512
2001415544,2,86.498,86.448
2001416048,3,86.612,86.562
2001423188,2,86.244,86.498
2001423692,3,86.357,86.612
2001430832,2,86.213,86.244
2001431336,3,86.407,86.357
2001438392,2,86.263,86.213
2001438896,3,86.457,86.407
2001445952,2,86.313,86.263
2001446456,3,86.507,86.457
2001453512,2,86.363,86.313
2001454016,3,86.557,86.507
2001461072,2,86.413,86.363
2001461576,3,86.607,86.557
2001468716,2,86.159,86.413
2001469220,3,86.353,86.607
2001476360,2,86.127,86.159
2001476948,3,86.403,86.353
2001483920,2,86.177,86.127
2001484424,3,86.453,86.403
2001491480,2,86.227,86.177
2001491984,3,86.234,86.453
2001499040,2,86.277,86.227
2001499544,3,86.206,86.234
2001506600,2,86.327,86.277
2001507104,3,86.203,86.206
2001514160,2,86.377,86.327
2001514664,3,86.203,86.203
2001521720,2,86.477,86.377
2001522224,3,86.203,86.203
2001529280,2,86.577,86.477
2001529784,3,86.203,86.203
2001536840,2,86.677,86.577
2001537344,3,86.203,86.203
2001544484,2,86.422,86.677
2001544988,3,85.949,86.203
2001552128,2,86.472,86.422
2001552548,3,85.999,85.949
2001559688,2,86.522,86.472
2001560108,3,86.049,85.999
2001567248,2,86.572,86.522
2001567668,3,86.099,86.049
2001574808,2,86.622,86.572
2001575228,3,86.149,86.099
2001582452,2,86.367,86.622
2001582872,3,85.896,86.149
2001590096,2,86.417,86.367
2001590432,3,85.946,85.896
2001597656,2,86.467,86.417
2001597992,3,85.996,85.946
2001605216,2,86.517,86.467
2001605552,3,86.046,85.996
2001612776,2,86.567,86.517
2001613112,3,86.096,86.046
2001620336,2,86.617,86.567
2001620672,3,86.146,86.096
2001627980,2,86.363,86.617
2001628316,3,85.893,86.146
2001635624,2,86.413,86.363
2001635876,3,85.943,85.893
2001643184,2,86.463,86.413
2001643436,3,85.993,85.943
2001650744,2,86.513,86.463
2001650996,3,86.043,85.993
2001658304,2,86.563,86.513
2001658556,3,86.093,86.043
2001665864,2,86.613,86.563
2001666116,3,86.143,86.093
2001673508,2,86.358,86.613
2001673760,3,85.889,86.143
2001681152,2,86.408,86.358
2001681320,3,85.939,85.889
2001688712,2,86.458,86.408
2001688880,3,85.989,85.939
2001696272,2,86.508,86.458
2001696440,3,86.039,85.989
2001703832,2,86.558,86.508
2001704000,3,86.089,86.039
2001711392,2,86.608,86.558
2001711560,3,86.139,86.089
2001719036,2,86.354,86.608
2001719204,3,85.886,86.139
2001726680,2,86.404,86.354
2001726764,3,85.936,85.886
2001734240,2,86.454,86.404
2001734324,3,85.986,85.936
2001741800,2,86.504,86.454
2001741884,3,86.036,85.986
2001749360,2,86.554,86.504
2001749444,3,86.086,86.036
2001756920,2,86.604,86.554
2001757004,3,86.136,86.086
2001764564,2,86.349,86.604
2001764648,3,85.883,86.136
2001772208,3,85.933,85.883
2001772292,2,86.399,86.349
2001779768,3,85.983,85.933
2001779852,2,86.449,86.399
2001787328,3,86.033,85.983
2001787412,2,86.499,86.449
2001794888,3,86.083,86.033
2001794972,2,86.549,86.499
2001802448,3,86.133,86.083
2001802532,2,86.599,86.549
2001810092,3,85.88,86.133
2001810176,2,86.344,86.599
2001817736,3,85.848,85.88
2001817820,2,86.394,86.344
2001825296,3,85.898,85.848
2001825380,2,86.444,86.394
2001832856,3,85.948,85.898
2001832940,2,86.494,86.444
2001840416,3,85.998,85.948
2001840500,2,86.544,86.494
2001847976,3,86.048,85.998
2001848060,2,86.594,86.544
2001855620,3,85.795,86.048
2001855704,2,86.34,86.594
2001863264,3,85.764,85.795
2001863348,2,86.39,86.34
2001870824,3,85.814,85.764
2001870908,2,86.44,86.39
2001878384,3,85.864,85.814
2001878468,2,86.49,86.44
2001885944,3,85.914,85.864
2001886028,2,86.54,86.49
2001893504,3,85.964,85.914
2001893588,2,86.59,86.54
2001901064,3,86.014,85.964
2001901148,2,86.69,86.59
2001908708,3,85.761,86.014
2001908792,2,86.435,86.69
2001916352,3,85.729,85.761
2001916436,2,86.485,86.435
2001923912,3,85.779,85.729
2001923996,2,86.535,86.485
2001931472,3,85.829,85.779
2001931556,2,86.585,86.535
2001939032,3,85.879,85.829
2001939116,2,86.635,86.585
2001946676,3,85.627,85.879
2001946760,2,86.38,86.635
2001954320,3,85.596,85.627
2001954404,2,86.43,86.38
2001961880,3,85.646,85.596
2001961964,2,86.48,86.43
2001969440,3,85.696,85.646
2001969524,2,86.53,86.48
2001977000,3,85.746,85.696
2001977084,2,86.58,86.53
2001984560,3,85.796,85.746
2001984644,2,86.63,86.58
2001992204,3,85.544,85.796
2001992288,2,86.376,86.63
2001999848,3,85.512,85.544
2001999932,2,86.426,86.376
2002007408,3,85.562,85.512
2002007492,2,86.476,86.426
2002014968,3,85.612,85.562
2002015052,2,86.526,86.476
2002022528,3,85.662,85.612
2002022612,2,86.576,86.526
2002030088,3,85.712,85.662
2002030172,2,86.626,86.576
2002037732,3,85.46,85.712
2002037816,2,86.371,86.626
2002045376,3,85.429,85.46
2002045544,2,86.421,86.371
2002052936,3,85.479,85.429
2002053020,2,86.471,86.421
2002060496,3,85.529,85.479
2002060580,2,86.252,86.471
2002068056,3,85.579,85.529
2002068140,2,86.225,86.252
2002075616,3,85.629,85.579
2002075700,2,86.221,86.225
2002083176,3,85.679,85.629
2002083260,2,86.221,86.221
2002090736,3,85.779,85.679
2002090820,2,86.221,86.221
2002098296,3,85.879,85.779
2002098380,2,86.221,86.221
2002105856,3,85.979,85.879
2002105940,2,86.221,86.221
2002113416,3,86.079,85.979
2002113500,2,86.221,86.221
2002120976,3,86.179,86.079
2002121060,2,86.221,86.221
2002128536,3,86.279,86.179
2002128620,2,86.221,86.221
2002136096,3,86.379,86.279
2002136180,2,86.221,86.221
2002143656,3,86.364,86.379
2002143740,2,86.221,86.221
2002151216,3,86.362,86.364
2002151300,2,86.221,86.221
2002158776,3,86.362,86.362
2002158860,2,86.221,86.221
2002166336,3,86.362,86.362
2002166420,2,86.221,86.221
2002173896,3,86.362,86.362
2002173980,2,86.221,86.221
2002181456,3,86.362,86.362
2002181540,2,86.221,86.221
2002189016,3,86.362,86.362
2002189100,2,86.221,86.221
2002196576,3,86.362,86.362
2002196660,2,86.221,86.221
2002204136,3,86.362,86.362
2002204220,2,86.221,86.221
2002211696,3,86.362,86.362
2002211780,2,86.221,86.221
2002219256,3,86.362,86.362
2002219340,2,86.221,86.221
2002226816,3,86.362,86.362
2002226900,2,86.221,86.221
2002234376,3,86.362,86.362
2002234460,2,86.221,86.221
2002241936,3,86.362,86.362
2002242020,2,86.221,86.221
2002249496,3,86.362,86.362
2002249580,2,86.221,86.221
2002257056,3,86.362,86.362
2002257140,2,86.221,86.221
2002264616,3,86.362,86.362
2002264700,2,86.221,86.221
2002272176,3,86.362,86.362
2002272260,2,86.221,86.221
2002279736,3,86.362,86.362
2002279820,2,86.221,86.221
2002287296,3,86.362,86.362
2002287380,2,86.221,86.221
2002294856,3,86.362,86.362
2002294940,2,86.221,86.221
2002302416,3,86.362,86.362
2002302500,2,86.221,86.221
2002309976,3,86.362,86.362
2002310060,2,86.221,86.221
2002317536,3,86.362,86.362
2002317620,2,86.221,86.221
2002325096,3,86.362,86.362
2002325180,2,86.221,86.221
2002332656,3,86.362,86.362
2002332740,2,86.221,86.221
2002340216,3,86.362,86.362
2002340300,2,86.221,86.221
2002347776,3,86.362,86.362
2002347860,2,86.221,86.221
2002355336,3,86.362,86.362
2002355420,2,86.221,86.221
2002362896,3,86.362,86.362
2002362980,2,86.221,86.221
2002370456,3,86.362,86.362
2002370540,2,86.221,86.221
2002378016,3,86.362,86.362
2002378100,2,86.221,86.221
2002385576,3,86.362,86.362
2002385660,2,86.221,86.221
2002393136,3,86.362,86.362
2002393220,2,86.221,86.221
2002400696,3,86.362,86.362
2002400780,2,86.221,86.221
2002408256,3,86.362,86.362
2002408340,2,86.221,86.221
2002415816,3,86.362,86.362
2002415900,2,86.221,86.221
2002423376,3,86.362,86.362
2002423460,2,86.221,86.221
2002430936,3,86.362,86.362
2002431020,2,86.221,86.221
2002438496,3,86.362,86.362
2002438580,2,86.221,86.221
2002446056,3,86.362,86.362
2002446140,2,86.221,86.221
2002453616,3,86.362,86.362
2002453700,2,86.221,86.221
2002461176,3,86.362,86.362
2002461260,2,86.221,86.221
2002468736,3,86.362,86.362
2002468820,2,86.221,86.221
2002476296,3,86.362,86.362
2002476380,2,86.221,86.221
2002483856,3,86.362,86.362
2002483940,2,86.221,86.221
2002491416,3,86.362,86.362
2002491500,2,86.221,86.221
2002498976,3,86.362,86.362
2002499060,2,86.221,86.221
2002506536,3,86.362,86.362
2002506620,2,86.221,86.221
2002514096,3,86.362,86.362
2002514180,2,86.221,86.221
2002521656,3,86.362,86.362
2002521740,2,86.221,86.221
2002529216,3,86.362,86.362
2002529300,2,86.221,86.221
2002536776,3,86.362,86.362
2002536860,2,86.221,86.221
2002544336,3,86.362,86.362
2002544420,2,86.221,86.221
2002551896,3,86.362,86.362
2002551980,2,86.221,86.221
2002559456,3,86.362,86.362
2002559540,2,86.221,86.221
2002567016,3,86.362,86.362
2002567100,2,86.221,86.221
2002574576,3,86.362,86.362
2002574660,2,86.221,86.221
2002582136,3,86.362,86.362
2002582220,2,86.221,86.221
2002589696,3,86.362,86.362
2002589780,2,86.221,86.221
2002597256,3,86.362,86.362
2002597340,2,86.221,86.221
2002604816,3,86.362,86.362
2002604900,2,86.221,86.221
2002612376,3,86.362,86.362
2002612460,2,86.221,86.221
2002619936,3,86.362,86.362
2002620020,2,86.221,86.221
2002627496,3,86.362,86.362
2002627580,2,86.221,86.221
2002635056,3,86.362,86.362
2002635140,2,86.221,86.221
2002642616,3,86.362,86.362
2002642700,2,86.221,86.221
2002650176,3,86.362,86.362
2002650260,2,86.221,86.221
2002657736,3,86.362,86.362
2002657820,2,86.221,86.221
2002665296,3,86.362,86.362
2002665380,2,86.221,86.221
2002672856,3,86.362,86.362
2002672940,2,86.221,86.221
2002680416,3,86.362,86.362
2002680500,2,86.221,86.221
2002687976,3,86.362,86.362
2002688060,2,86.221,86.221
2002695536,3,86.362,86.362
2002695620,2,86.221,86.221
2002703096,3,86.362,86.362
2002703180,2,86.221,86.221
2002710656,3,86.362,86.362
2002710740,2,86.221,86.221
2002718216,3,86.362,86.362
2002718300,2,86.221,86.221
2002725776,3,86.362,86.362
2002725860,2,86.221,86.221
2002733336,3,86.362,86.362
2002733420,2,86.221,86.221
2002740896,3,86.362,86.362
2002740980,2,86.221,86.221
2002748456,3,86.362,86.362
2002748540,2,86.221,86.221
2002756016,3,86.362,86.362
2002756100,2,86.221,86.221
2002763576,3,86.362,86.362
2002763660,2,86.221,86.221
2002771136,3,86.362,86.362
2002771220,2,86.221,86.221
2002778696,3,86.362,86.362
2002778780,2,86.221,86.221
2002786256,3,86.362,86.362
2002786340,2,86.221,86.221
2002793816,3,86.362,86.362
2002793900,2,86.221,86.221
2002801376,3,86.362,86.362
2002801460,2,86.221,86.221
2002808936,3,86.362,86.362
2002809020,2,86.221,86.221
2002816496,3,86.362,86.362
2002816580,2,86.221,86.221
2002824056,3,86.362,86.362
2002824140,2,86.221,86.221
2002831616,3,86.362,86.362
2002831700,2,86.221,86.221
2002839176,3,86.362,86.362
2002839260,2,86.221,86.221
2002846736,3,86.362,86.362
2002846820,2,86.221,86.221
2002854296,3,86.362,86.362
2002854380,2,86.221,86.221
2002861856,3,86.362,86.362
2002861940,2,86.221,86.221
2002869416,3,86.362,86.362
2002869500,2,86.221,86.221
2002876976,3,86.362,86.362
2002877060,2,86.221,86.221
2002884536,3,86.362,86.362
2002884620,2,86.221,86.221
2002892096,3,86.362,86.362
2002892180,2,86.221,86.221
2002899656,3,86.362,86.362
2002899740,2,86.221,86.221
2002907216,3,86.362,86.362
2002907300,2,86.221,86.221
2002914776,3,86.362,86.362
2002914860,2,86.221,86.221
2002922336,3,86.362,86.362
2002922420,2,86.221,86.221
2002929896,3,86.362,86.362
2002929980,2,86.221,86.221
2002937456,3,86.362,86.362
2002937540,2,86.221,86.221
2002945016,3,86.362,86.362
2002945100,2,86.221,86.221
2002952576,3,86.362,86.362
2002952660,2,86.221,86.221
2002960136,3,86.362,86.362
2002960220,2,86.221,86.221
2002967696,3,86.362,86.362
2002967780,2,86.221,86.221
2002975256,3,86.362,86.362
2002975340,2,86.221,86.221
2002982816,3,86.362,86.362
2002982900,2,86.221,86.221
2002990376,3,86.362,86.362
2002990460,2,86.221,86.221
2002997936,3,86.362,86.362
2002998020,2,86.221,86.221
2003005496,3,86.362,86.362
2003005580,2,86.221,86.221
2003013056,3,86.362,86.362
2003013140,2,86.221,86.221
2003020616,3,86.362,86.362
2003020700,2,86.221,86.221
2003028176,3,86.362,86.362
2003028260,2,86.221,86.221
2003035736,3,86.362,86.362
2003035820,2,86.221,86.221
2003043296,3,86.362,86.362
2003043380,2,86.221,86.221
2003050856,3,86.362,86.362
2003050940,2,86.221,86.221
2003058416,3,86.362,86.362
2003058500,2,86.221,86.221
2003065976,3,86.362,86.362
2003066060,2,86.221,86.221
2003073536,3,86.362,86.362
2003073620,2,86.221,86.221
2003081096,3,86.362,86.362
2003081180,2,86.221,86.221
2003088656,3,86.362,86.362
2003088740,2,86.221,86.221
2003096216,3,86.362,86.362
2003096300,2,86.221,86.221
2003103776,3,86.362,86.362
2003103860,2,86.221,86.221
2003111336,3,86.362,86.362
2003111420,2,86.221,86.221
2003118896,3,86.362,86.362
2003118980,2,86.221,86.221
2003126456,3,86.362,86.362
2003126540,2,86.221,86.221
2003134016,3,86.362,86.362
2003134100,2,86.221,86.221
2003141576,3,86.362,86.362
2003141660,2,86.221,86.221
2003149136,3,86.362,86.362
2003149220,2,86.221,86.221
2003156696,3,86.362,86.362
2003156780,2,86.221,86.221
2003164256,3,86.362,86.362
2003164340,2,86.221,86.221
2003171816,3,86.362,86.362
2003171900,2,86.221,86.221
2003179376,3,86.362,86.362
2003179460,2,86.221,86.221
2003186936,3,86.362,86.362
2003187020,2,86.221,86.221
2003194496,3,86.362,86.362
2003194580,2,86.221,86.221
2003202056,3,86.362,86.362
2003202140,2,86.221,86.221
2003209616,3,86.362,86.362
2003209700,2,86.221,86.221
2003217176,3,86.362,86.362
2003217260,2,86.221,86.221
2003224736,3,86.362,86.362
2003224820,2,86.221,86.221
2003232296,3,86.362,86.362
2003232380,2,86.221,86.221
2003239856,3,86.362,86.362
2003239940,2,86.221,86.221
2003247416,3,86.362,86.362
2003247500,2,86.221,86.221
2003254976,3,86.362,86.362
2003255060,2,86.221,86.221
2003262536,3,86.362,86.362
2003262620,2,86.221,86.221
2003270096,3,86.362,86.362
2003270180,2,86.221,86.221
2003277656,3,86.362,86.362
2003277740,2,86.221,86.221
2003285216,3,86.362,86.362
2003285300,2,86.221,86.221
2003292776,3,86.362,86.362
2003292860,2,86.221,86.221
2003300336,3,86.362,86.362
2003300420,2,86.221,86.221
2003307896,3,86.362,86.362
2003307980,2,86.221,86.221
2003315456,3,86.362,86.362
2003315540,2,86.221,86.221
2003323016,3,86.362,86.362
2003323100,2,86.221,86.221
2003330576,3,86.362,86.362
2003330660,2,86.221,86.221
2003338136,3,86.362,86.362
2003338220,2,86.221,86.221
2003345696,3,86.362,86.362
2003345780,2,86.221,86.221
2003353256,3,86.362,86.362
2003353340,2,86.221,86.221
2003360816,3,86.362,86.362
2003360900,2,86.221,86.221
2003368376,3,86.362,86.362
2003368460,2,86.221,86.221
2003375936,3,86.362,86.362
2003376020,2,86.221,86.221
2003383496,3,86.362,86.362
2003383580,2,86.221,86.221
2003391056,3,86.362,86.362
2003391140,2,86.221,86.221
2003398616,3,86.362,86.362
2003398700,2,86.221,86.221
2003406176,3,86.362,86.362
2003406260,2,86.221,86.221
2003413736,3,86.362,86.362
2003413820,2,86.221,86.221
2003421296,3,86.362,86.362
2003421380,2,86.221,86.221
2003428856,3,86.362,86.362
2003428940,2,86.221,86.221
2003436416,3,86.362,86.362
2003436500,2,86.221,86.221
2003443976,3,86.362,86.362
2003444060,2,86.221,86.221
2003451536,3,86.362,86.362
2003451620,2,86.221,86.221
2003459096,3,86.362,86.362
2003459180,2,86.221,86.221
2003466656,3,86.362,86.362
2003466740,2,86.221,86.221
2003474216,3,86.362,86.362
2003474300,2,86.221,86.221
2003481776,3,86.362,86.362
2003481860,2,86.221,86.221
2003489336,3,86.362,86.362
2003489420,2,86.221,86.221
2003496896,3,86.362,86.362
2003496980,2,86.221,86.221
2003504456,3,86.362,86.362
2003504540,2,86.221,86.221
2003512016,3,86.362,86.362
2003512100,2,86.221,86.221
2003519576,3,86.362,86.362
2003519660,2,86.221,86.221
2003527136,3,86.362,86.362
2003527220,2,86.221,86.221
2003534696,3,86.362,86.362
2003534780,2,86.221,86.221
2003542256,3,86.362,86.362
2003542340,2,86.221,86.221
2003549816,3,86.362,86.362
2003549900,2,86.221,86.221
2003557376,3,86.362,86.362
2003557460,2,86.221,86.221
2003564936,3,86.362,86.362
2003565020,2,86.221,86.221
2003572496,3,86.362,86.362
2003572580,2,86.221,86.221
2003580056,3,86.362,86.362
2003580140,2,86.221,86.221
2003587616,3,86.362,86.362
2003587700,2,86.221,86.221
2003595176,3,86.362,86.362
2003595260,2,86.221,86.221
2003602736,3,86.362,86.362
2003602820,2,86.221,86.221
2003610296,3,86.362,86.362
2003610380,2,86.221,86.221
2003617856,3,86.362,86.362
2003617940,2,86.221,86.221
2003625416,3,86.362,86.362
2003625500,2,86.221,86.221
2003632976,3,86.362,86.362
